id,status,type,format,label,title,resource_url,role,artist,year,thumb,stats.community.in_wantlist,stats.community.in_collection,main_release,trackinfo,format_category
1637542,,master,,,Thousands Of Eyes In The Dark,https://api.discogs.com/masters/1637542,TrackAppearance,Various,2019,,60,139,14409724,,CD
1524917,,master,,,LateNightTales,https://api.discogs.com/masters/1524917,TrackAppearance,Floating Points,2019,,220,440,13419551,,CD
14626078,Accepted,release,"File, MP3, Mixed, 320",Dust Science Recordings,Conspiracy Tapes Mix: The End Is Closer,https://api.discogs.com/releases/14626078,TrackAppearance,The Black Dog,2020,,0,6,,Sybil,Other
14984984,Accepted,release,"Cass, Mixed",Sacred Bones Records,A Mixed Tape Made By Hilary Woods,https://api.discogs.com/releases/14984984,TrackAppearance,Hilary Woods,2020,,11,37,,Evensong,Other
16201094,Accepted,release,"CD, Comp","Uncut (2), Uncut (2)",The Sound Of 2020 (15 Tracks Of The Year's Best Music),https://api.discogs.com/releases/16201094,TrackAppearance,Various,2020,,3,266,,Canyon Walls,CD
16399959,Accepted,release,"Cass, Comp, Mixtape",Sacred Bones Records,A Mixed Tape Made By Emma Ruth Rundle & Thou,https://api.discogs.com/releases/16399959,TrackAppearance,Emma Ruth Rundle & Thou (2),2020,,72,36,,Gloaming,Other
16844877,Accepted,release,"100xFile, MP3, Comp, 320",Bleep (2),Bleep 100 Tracks 2020,https://api.discogs.com/releases/16844877,TrackAppearance,Various,2020,,6,10,,Play The Ghost,Other
1730551,,master,,,Ultrasonic,https://api.discogs.com/masters/1730551,TrackAppearance,Field Works,2020,,14,28,15225151,,CD
19939282,Accepted,release,"CD, Comp",Uncut (2),Tomorrow's Sounds Today (15 Tracks Of The Month's Best Music),https://api.discogs.com/releases/19939282,TrackAppearance,Various,2021,,4,222,,Border Of Mind,CD
25723519,Accepted,release,"100xFile, MP3, Comp, 320",Bleep (2),Bleep 100 Tracks 2022 ,https://api.discogs.com/releases/25723519,TrackAppearance,Various,2022,,4,4,,Hall Of Mirrors,Other
2911105,,master,,,For The Birds: The Birdsong Project,https://api.discogs.com/masters/2911105,TrackAppearance,Various,2022,,133,86,25458235,,CD
1524917,,master,,,LateNightTales,https://api.discogs.com/masters/1524917,UnofficialRelease,Floating Points,2019,,23,9,13462964,,CD
21196,,master,,,How To Destroy Angels,https://api.discogs.com/masters/21196,Main,Coil,1984,,680,795,97399,,CD
21215,,master,,,Scatology,https://api.discogs.com/masters/21215,Main,Coil,1984,,1202,1007,2904476,,CD
21230,,master,,,The New Blockaders / Coil / Vortex Campaign,https://api.discogs.com/masters/21230,Main,The New Blockaders / Coil / Vortex Campaign,1984,,310,23,655051,,CD
21240,,master,,,Transparent,https://api.discogs.com/masters/21240,Main,Zos Kia / Coil,1984,,276,92,10345644,,CD
6800,,master,,,Panic,https://api.discogs.com/masters/6800,Main,Coil,1985,,433,1076,90860,,CD
6851,,master,,,The Anal Staircase EP,https://api.discogs.com/masters/6851,Main,Coil,1986,,365,811,64328,,CD
21245,,master,,,Horse Rotorvator,https://api.discogs.com/masters/21245,Main,Coil,1986,,1544,1325,99925,,CD
18968,,master,,,The Unreleased Themes For Hellraiser,https://api.discogs.com/masters/18968,Main,Coil,1987,,597,300,2642460,,CD
21264,,master,,,Gold Is The Metal (With The Broadest Shoulders),https://api.discogs.com/masters/21264,Main,Coil,1987,,628,1142,194181,,CD
21274,,master,,,The Wheel / The Wheal,https://api.discogs.com/masters/21274,Main,Coil,1987,,192,9,1450347,,CD
1464427,,master,,,The Side Effects Of Life,https://api.discogs.com/masters/1464427,Main,Coil,1989,,276,32,4946814,,CD
7196967,Accepted,release,"VHS, Promo, PAL",Not On Label,Windowpane,https://api.discogs.com/releases/7196967,Main,Coil,1990,,51,0,,,Other
21278,,master,,,Unnatural History (Compilation Tracks Compiled),https://api.discogs.com/masters/21278,Main,Coil,1990,,219,863,3652115,,CD
21312,,master,,,Windowpane,https://api.discogs.com/masters/21312,Main,Coil,1990,,470,441,38048,,CD
238518,,master,,,Wrong Eye / Scope,https://api.discogs.com/masters/238518,Main,Coil,1990,,319,338,100584,,CD
21323,,master,,,Love's Secret Domain,https://api.discogs.com/masters/21323,Main,Coil,1991,,180,174,8300934,,CD
21344,,master,,,The Snow EP,https://api.discogs.com/masters/21344,Main,Coil,1991,,732,398,205872,,CD
21206,,master,,,How To Destroy Angels (Remixes And Re-Recordings),https://api.discogs.com/masters/21206,Main,Coil,1992,,391,1021,59384,,CD
21363,,master,,,Stolen And Contaminated Songs,https://api.discogs.com/masters/21363,Main,Coil,1992,,366,685,104431,,CD
194325,Accepted,release,"7"", Single, Ltd",Clawfist,Is Suicide A Solution?,https://api.discogs.com/releases/194325,Main,Coil,1993,,504,428,,,Other
1601795,,master,,,Backwards,https://api.discogs.com/masters/1601795,Main,Coil,1993,,200,17,8550799,,CD
252802,,master,,,Themes For Derek Jarman's Blue,https://api.discogs.com/masters/252802,Main,Coil,1993,,474,276,194177,,CD
940591,,master,,,Born Again Pagans,https://api.discogs.com/masters/940591,Main,Coil vs ELpH,1994,,273,893,168192,,CD
21410,,master,,,The Angelic Conversation,https://api.discogs.com/masters/21410,Main,Coil,1994,,309,629,80525,,CD
202724,,master,,,Nasa-Arab / First Dark Ride,https://api.discogs.com/masters/202724,Main,Coil vs The Eskaton,1994,,687,537,144964,,CD
84561,Accepted,release,"CD, Comp","Threshold House, Threshold House",Windowpane & The Snow,https://api.discogs.com/releases/84561,Main,Coil,1995,,149,508,,,CD
7703,,master,,,Worship The Glitch,https://api.discogs.com/masters/7703,Main,ELpH vs Coil,1995,,250,908,185636,,CD
21283,,master,,,Unnatural History II (Smiling In The Face Of Perversity),https://api.discogs.com/masters/21283,Main,Coil,1995,,122,204,14686553,,CD
17802823,Accepted,release,"Cass, Comp, Promo, C10",Not On Label (Jon Whitney Self-released),Love And Terror 2,https://api.discogs.com/releases/17802823,Main,Coil,1996,,38,3,,,Other
6807,,master,,,A Thousand Lights In A Darkened Room,https://api.discogs.com/masters/6807,Main,Coil Presents Black Light District,1996,,305,1121,183462,,CD
28593979,Accepted,release,"Cass, Advance, Album",Not On Label (Coil Self-released),Fire Of The Mind,https://api.discogs.com/releases/28593979,Main,Coil,1997,,11,1,,,Other
21296,,master,,,Unnatural History III,https://api.discogs.com/masters/21296,Main,Coil,1997,,420,1057,85766,,CD
21434,,master,,,Autumn Equinox: Amethyst Deceivers,https://api.discogs.com/masters/21434,Main,Coil,1998,,196,768,86390,,CD
21439,,master,,,Spring Equinox: Moon's Milk Or Under An Unquiet Skull,https://api.discogs.com/masters/21439,Main,Coil,1998,,337,403,155244,,CD
21444,,master,,,Summer Solstice: Bee Stings,https://api.discogs.com/masters/21444,Main,Coil,1998,,163,768,92750,,CD
5656,,master,,,Musick To Play In The Dark,https://api.discogs.com/masters/5656,Main,Coil,1999,,544,1074,59450,,CD
21448,,master,,,Winter Solstice: North,https://api.discogs.com/masters/21448,Main,Coil,1999,,200,796,92738,,CD
21454,,master,,,Astral Disaster,https://api.discogs.com/masters/21454,Main,Coil,1999,,565,86,234986,,CD
5668,,master,,,Musick To Play In The Dark²,https://api.discogs.com/masters/5668,Main,Coil,2000,,854,474,188315,,CD
388760,,master,,,Constant Shallowness Leads To Evil,https://api.discogs.com/masters/388760,Main,Coil,2000,,427,1104,141823,,CD
654207,,master,,,Queens Of The Circulating Library,https://api.discogs.com/masters/654207,Main,Coil,2000,,273,732,141530,,CD
856058,,master,,,Coil Presents Time Machines,https://api.discogs.com/masters/856058,Main,Coil Presents Time Machines,2000,,329,451,194180,,CD
1109644,,master,,,The Golden Hare With A Voice Of Silver,https://api.discogs.com/masters/1109644,Main,Coil,2001,,178,321,194197,,CD
388750,,master,,,"Live in NYC August 18, 2001",https://api.discogs.com/masters/388750,Main,Coil,2001,,171,180,194318,,CD
890849,,master,,,Пособие Для Начинающих: Глас Сéребра,https://api.discogs.com/masters/890849,Main,Coil,2001,,99,316,190143,,CD
890850,,master,,,Пособие Для Кончающих: Волос Злата,https://api.discogs.com/masters/890850,Main,Coil,2001,,101,425,187841,,CD
141989,,master,,,Live Two,https://api.discogs.com/masters/141989,Main,Coil,2002,,213,674,194189,,CD
513759,,master,,,Moon's Milk (In Four Phases) Bonus Disc,https://api.discogs.com/masters/513759,Main,Coil,2002,,332,159,190129,,CD
446278,,master,,,Moon's Milk (In Four Phases),https://api.discogs.com/masters/446278,Main,Coil,2002,,483,685,108963,,CD
21475,,master,,,The Remote Viewer,https://api.discogs.com/masters/21475,Main,Coil,2002,,271,377,194333,,CD
194174,Accepted,release,"2xCD, Album","Threshold House, Threshold House, Threshold House",Live One,https://api.discogs.com/releases/194174,Main,Coil,2003,,285,705,,,CD
194182,Accepted,release,"CD, Album","Threshold House, Threshold House",Live Three,https://api.discogs.com/releases/194182,Main,Coil,2003,,225,692,,,CD
194191,Accepted,release,"CD, Album","Threshold House, Threshold House",Live Four,https://api.discogs.com/releases/194191,Main,Coil,2003,,323,636,,,CD
194337,Accepted,release,DVD,Subetage,Spoiler Talks DVD Series: Coil,https://api.discogs.com/releases/194337,Main,Coil,2003,,131,14,,,DVD
557131,Accepted,release,"CD, Comp","SAF Publishing, World Serpent",England's Hidden Reverse,https://api.discogs.com/releases/557131,Main,Nurse With Wound / Current 93 / Coil,2003,,263,503,,,CD
823518,,master,,,Live Box,https://api.discogs.com/masters/823518,Main,Coil,2003,,150,76,6898305,,CD
464830,,master,,,ANS,https://api.discogs.com/masters/464830,Main,Coil,2003,,203,232,190157,,CD
686568,,master,,,Megalithomania!,https://api.discogs.com/masters/686568,Main,Coil,2003,,246,210,194175,,CD
21486,,master,,,The Restitution Of Decayed Intelligence,https://api.discogs.com/masters/21486,Main,Coil,2003,,371,291,194319,,CD
796361,,master,,,"Selvaggina, Go Back Into The Woods",https://api.discogs.com/masters/796361,Main,Coil,2004,,294,191,310851,,CD
21488,,master,,,Black Antlers,https://api.discogs.com/masters/21488,Main,Coil,2004,,345,279,328544,,CD
5642,,master,,,The Ape Of Naples,https://api.discogs.com/masters/5642,Main,Coil,2005,,525,562,4917044,,CD
601773,,master,,,...And The Ambulance Died In His Arms,https://api.discogs.com/masters/601773,Main,Coil,2005,,329,374,4948357,,CD
869312,Accepted,release,"CD + Box, Ltd, Num",Absinthevertrieb Lion,Animal Are You?,https://api.discogs.com/releases/869312,Main,Coil,2006,,240,161,,,CD
18976,,master,,,The Ape Of Naples / The New Backwards,https://api.discogs.com/masters/18976,Main,Coil,2007,,596,551,1271796,,CD
834116,,master,,,The New Backwards,https://api.discogs.com/masters/834116,Main,Coil,2008,,290,682,1313565,,CD
312543,,master,,,Colour Sound Oblivion,https://api.discogs.com/masters/312543,Main,Coil,2010,,415,204,2367509,,CD
4089523,Accepted,release,"File, MP3, 192",Not On Label (Anthony Child Self-released),Teenage Lightning (Surgeon Remix),https://api.discogs.com/releases/4089523,Main,Coil,2012,,24,30,,,Other
648585,,master,,,Recoiled,https://api.discogs.com/masters/648585,Main,Coil / Nine Inch Nails,2014,,548,1091,5349443,,CD
7406149,Accepted,release,"File, MP3, 192",Not On Label (Scanner Self-released),For Robin,https://api.discogs.com/releases/7406149,Main,Coil,2015,,30,24,,,Other
7595887,Accepted,release,"CD, Comp",Threshold Archives,Panic,https://api.discogs.com/releases/7595887,Main,Coil,2015,,182,440,,,CD
7595941,Accepted,release,"CD, Comp",Threshold Archives,The Wheel,https://api.discogs.com/releases/7595941,Main,Coil,2015,,206,429,,,CD
7595975,Accepted,release,"CD, Comp",Threshold Archives,The Anal Staircase,https://api.discogs.com/releases/7595975,Main,Coil,2015,,195,432,,,CD
7596016,Accepted,release,"CD, Comp",Threshold Archives,The Consequences Of Raising Hell,https://api.discogs.com/releases/7596016,Main,Coil,2015,,208,425,,,CD
7596056,Accepted,release,"CD, Comp",Threshold Archives,Wrong Eye,https://api.discogs.com/releases/7596056,Main,Coil,2015,,200,425,,,CD
7596076,Accepted,release,"CD, Comp",Threshold Archives,Windowpane,https://api.discogs.com/releases/7596076,Main,Coil,2015,,210,421,,,CD
7596140,Accepted,release,"CD, Comp",Threshold Archives,The Snow,https://api.discogs.com/releases/7596140,Main,Coil,2015,,183,423,,,CD
875009,,master,,,Backwards,https://api.discogs.com/masters/875009,Main,Coil,2015,,612,1710,7379993,,CD
841509,,master,,,Expansión Naranja,https://api.discogs.com/masters/841509,Main,Ford Proco / Coil,2015,,191,365,7039123,,CD
1254943,,master,,,The Plastic Spider Thing,https://api.discogs.com/masters/1254943,Main,Coil With Black Sun Productions,2017,,143,199,10982777,,CD
1444539,,master,,,A Cold Cell In Bangkok,https://api.discogs.com/masters/1444539,Main,Coil,2017,,310,643,10774292,,CD
1237738,,master,,,Another Brown World / Baby Food,https://api.discogs.com/masters/1237738,Main,Coil,2017,,239,721,10859177,,CD
1348337,,master,,,Astral Disaster Sessions Un/Finished Musics,https://api.discogs.com/masters/1348337,Main,Coil,2018,,253,718,11544120,,CD
1403757,,master,,,How To Destroy Angels,https://api.discogs.com/masters/1403757,Main,Coil + Zos Kia + Marc Almond,2018,,125,309,12351792,,CD
13635372,Accepted,release,"CD, Comp",Threshold Archives,The Sound Of Musick,https://api.discogs.com/releases/13635372,Main,Coil,2019,,163,400,,,CD
13635407,Accepted,release,"CD, Comp",Threshold Archives,Airborne Bells,https://api.discogs.com/releases/13635407,Main,Coil,2019,,122,409,,,CD
13635413,Accepted,release,"CD, Comp",Threshold Archives,First Dark Ride,https://api.discogs.com/releases/13635413,Main,Coil vs The Eskaton,2019,,142,415,,,CD
13635418,Accepted,release,"CD, Comp",Threshold Archives,Protection,https://api.discogs.com/releases/13635418,Main,Coil vs ELpH,2019,,154,417,,,CD
13635428,Accepted,release,"CD, Comp",Threshold Archives,Heartworms,https://api.discogs.com/releases/13635428,Main,Coil,2019,,146,416,,,CD
13635439,Accepted,release,"CD, Comp",Threshold Archives,I Don't Want To Be The One,https://api.discogs.com/releases/13635439,Main,Coil,2019,,131,413,,,CD
13635455,Accepted,release,"CD, Comp",Threshold Archives,The Restitution Of Decayed Intelligence,https://api.discogs.com/releases/13635455,Main,Coil,2019,,116,409,,,CD
1562125,,master,,,The Gay Man's Guide To Safer Sex + 2,https://api.discogs.com/masters/1562125,Main,Coil,2019,,579,805,13811068,,CD
1549863,,master,,,Swanyard,https://api.discogs.com/masters/1549863,Main,Coil,2019,,259,402,13635942,,CD
1551939,,master,,,Live Five - Gdańsk Autumn 2002,https://api.discogs.com/masters/1551939,Main,Coil,2019,,95,174,13655327,,CD
1668289,,master,,,Live - Copenhagen 2002,https://api.discogs.com/masters/1668289,Main,Coil,2019,,15,93,13932437,,CD
1682747,,master,,,A Prison Of Measured Time,https://api.discogs.com/masters/1682747,Main,Coil,2020,,106,82,14782860,,CD
1796994,,master,,,Astral Disaster Sessions Un/Finished Musics Vol. 2,https://api.discogs.com/masters/1796994,Main,Coil,2020,,171,188,15689956,,CD
1807320,,master,,,Sara Dale's Sensual Massage,https://api.discogs.com/masters/1807320,Main,Coil,2020,,111,49,15926109,,CD
1592253,,master,,,Electric Sewer Age Presents Coil / Aural Rage,https://api.discogs.com/masters/1592253,Main,Electric Sewer Age Presents Coil / Aural Rage,2021,,28,29,20062555,,CD
25380070,Accepted,release,"Flexi, Shape, S/Sided, Single, Ltd, Num, Pos",Chrysallida,March Of Time (Heliostasion Mix),https://api.discogs.com/releases/25380070,Main,Coil,2022,,31,35,,,Other
2841727,,master,,,Live - Lódz 2002,https://api.discogs.com/masters/2841727,Main,Coil,2022,,3,42,24951070,,CD
2893525,,master,,,"""Persistence Is All"" (Live At Royal Festival Hall)",https://api.discogs.com/masters/2893525,Main,Coil,2022,,44,161,25176034,,CD
2730245,,master,,,Live - Limoges 2002,https://api.discogs.com/masters/2730245,Main,Coil,2022,,4,53,24060065,,CD
6092082,Accepted,release,"Umatic, Single, Promo, NTSC","Wax Trax! Records, Inc.",The Snow,https://api.discogs.com/releases/6092082,Main,Coil,,,37,0,,,Other
3515,,master,,,Fixed,https://api.discogs.com/masters/3515,Remix,Nine Inch Nails,1992,,189,860,809121,,CD
82655,,master,,,The Young Americans,https://api.discogs.com/masters/82655,Remix,"David Arnold, Various",1993,,27,98,1415891,,CD
52597,,master,,,Closer To God,https://api.discogs.com/masters/52597,Remix,Nine Inch Nails,1994,,230,1670,4403,,CD
5122,,master,,,Ellipsis,https://api.discogs.com/masters/5122,Remix,Scorn,1995,,176,752,380,,CD
3755,,master,,,Further Down The Spiral,https://api.discogs.com/masters/3755,Remix,Nine Inch Nails,1995,,102,250,867334,,CD
13052,,master,,,Gyral,https://api.discogs.com/masters/13052,Remix,Scorn,1995,,60,24,2039899,,CD
11753,,master,,,Twist,https://api.discogs.com/masters/11753,Remix,Chris & Cosey,1995,,676,329,67603,,CD
72927,Accepted,release,"2xCD, Comp","Never Records, KK Records",History Of Psychick Phenomenon,https://api.discogs.com/releases/72927,Remix,PWOG*,1996,,189,144,,Kraak (Coil Remix),CD
251819,Accepted,release,"12"", Ltd, Num","Rawkus, Sentrax",Outside The Circles Of Time,https://api.discogs.com/releases/251819,Remix,Tactile,1996,,135,127,,Tactile Vs. Coil,Other
508344,Accepted,release,"CD, Album",Rawkus,Recurrence & Intervention,https://api.discogs.com/releases/508344,Remix,Tactile,1996,,104,116,,Intervention 1 - Tacti...,CD
7735,,master,,,Rejammed - Kraak Remixes,https://api.discogs.com/masters/7735,Remix,PWOG*,1996,,339,399,38596,,CD
142565,Accepted,release,CD,Gift,EN-CO-D-eSPLENDOR,https://api.discogs.com/releases/142565,Remix,Esplendor Geometrico*,1998,,134,185,,Villa Esplendor (Coil ...,CD
21506,,master,,,Hate People Like Us,https://api.discogs.com/masters/21506,Remix,People Like Us,1999,,101,161,224453,,CD
2993723,,master,,,[Anamnesis]: 1994-97,https://api.discogs.com/masters/2993723,Remix,Scorn,1999,,169,399,165107,,CD
21509,,master,,,So Soon,https://api.discogs.com/masters/21509,Remix,Slag Boom Van Loon,2001,,184,558,22019,,CD
21515,,master,,,The Seance At Hobs Lane,https://api.discogs.com/masters/21515,Remix,Mount Vernon Arts Lab,2001,,52,91,371509,,CD
970161,,master,,,I Wanna Be Your Dog,https://api.discogs.com/masters/970161,Remix,Futon,2003,,28,13,2757677,,CD
3719,,master,,,The Downward Spiral,https://api.discogs.com/masters/3719,Remix,Nine Inch Nails,2004,,577,1748,352665,,CD
26034,,master,,,Remixes 81···04 - Rare Tracks,https://api.discogs.com/masters/26034,Remix,Depeche Mode,2004,,91,164,341754,,CD
970701,,master,,,The Electronic Bible Chapter 1,https://api.discogs.com/masters/970701,Remix,Various,2004,,44,47,752616,,CD
1489987,Accepted,release,"12xFile, AAC, Album, RM + 10xFile, AAC, Album, RM ",Mute,The Complete Depeche Mode,https://api.discogs.com/releases/1489987,Remix,Depeche Mode,2006,,150,111,,Rush (Black Sun Remix),Other
999506,,master,,,Evanescence / Ellipsis,https://api.discogs.com/masters/999506,Remix,Scorn,2009,,74,225,2030225,,CD
2596665,Accepted,release,"File, MP3, Mixed, 160",Resident Advisor,RA.237,https://api.discogs.com/releases/2596665,Remix,Perc,2010,,9,27,,Cowboys Of Bangkok (Co...,Other
18616246,Accepted,release,"File, MP3, Mixed",cOmaWrek Presentz tha nOdcast,cOmaWrek Presentz tha nOdcast (v55),https://api.discogs.com/releases/18616246,Remix,DJ Hugdealer,2013,,1,0,,Closer (Coil Remix),Other
1427516,Accepted,release,CDr,Lucky 7's,The Dog EP,https://api.discogs.com/releases/1427516,Remix,Futon,,,23,3,,I Wanna Be Your Dog (C...,CD
8246423,Accepted,release,"CD, EP, Dig + CD, Single, Dig + Comp","Island Records, Island Records, TVT Records, Nothing Records, Island Records, Island Records, Island Records",Deadly Sin,https://api.discogs.com/releases/8246423,Remix,Nine Inch Nails,,,81,3,,Gave Up,CD
8246630,Accepted,release,"CD, EP, Dig + CD, Maxi, Dig + Comp","Island Records, Island Records, TVT Records, Nothing Records, Island Records, Island Records, Island Records",Closely Fixed,https://api.discogs.com/releases/8246630,Remix,Nine Inch Nails,,,74,3,,Gave Up,CD
157778,,master,,,Mixed Traxx,https://api.discogs.com/masters/157778,Remix,Various,,,9,9,11437588,,CD
21529,,master,,,"If You Can't Please Yourself You Can't, Please Your Soul",https://api.discogs.com/masters/21529,Producer,Various,1985,,207,812,184366,,CD
21535,,master,,,Macro Dub Infection Volume One,https://api.discogs.com/masters/21535,Producer,Various,1995,,173,589,115747,,CD
970161,,master,,,I Wanna Be Your Dog,https://api.discogs.com/masters/970161,Producer,Futon,2003,,28,13,2757677,,CD
21529,,master,,,"If You Can't Please Yourself You Can't, Please Your Soul",https://api.discogs.com/masters/21529,Co-producer,Various,1990,,110,210,351924,,CD
292355,Accepted,release,"CD, Album",XEO Invitation,Switchblade,https://api.discogs.com/releases/292355,Mixed by,Schaft,1994,,105,185,,"Olive, Visual Cortex",CD
7736944,Accepted,release,"File, MP3, Mixed, 320",A Colourful Storm,A Colourful Storm 056,https://api.discogs.com/releases/7736944,Mixed by,CoH,2015,,10,5,,Olive,Other
8075707,Accepted,release,"3xCD, Comp, RM + DVD, Comp, RM, NTSC + Box",Victor,Archives,https://api.discogs.com/releases/8075707,Mixed by,Schaft,2016,,57,35,,Olive,CD
21776,,master,,,Rape,https://api.discogs.com/masters/21776,Appearance,Zos-Kia*,1985,,246,303,397380,,CD
323467,,master,,,Project One,https://api.discogs.com/masters/323467,Appearance,Various,1987,,164,200,459954,,CD
21543,,master,,,Core (A Conspiracy International Project),https://api.discogs.com/masters/21543,Appearance,CTI,1988,,328,379,312007,,CD
576202,,master,,,The Fight Is On,https://api.discogs.com/masters/576202,Appearance,Various,1988,,142,75,4192429,,CD
885723,Accepted,release,LP,Sub-Up-Records,Darwin Waltzes,https://api.discogs.com/releases/885723,Appearance,Robert Merdzo,1989,,26,36,,Overture,LP
21550,,master,,,Easy Listening For Iron Youth: The Best Of NON,https://api.discogs.com/masters/21550,Appearance,NON,1989,,75,86,5567318,,CD
21558,,master,,,Myths 4 • Sinople Twilight In Çatal Hüyük,https://api.discogs.com/masters/21558,Appearance,Various,1989,,246,366,420294,,CD
4627918,Accepted,release,"Cass, Album, Comp, Promo",Sub-Up-Records,Die Kassette,https://api.discogs.com/releases/4627918,Appearance,Various,1991,,2,1,,Overture,Other
1384923,,master,,,Pontifex Maximus,https://api.discogs.com/masters/1384923,Appearance,Phallus Dei,1991,,54,283,153194,,CD
459551,Accepted,release,"CD, Comp",Ausfahrt,Electrocity Vol.3,https://api.discogs.com/releases/459551,Appearance,Various,1993,,78,149,,Windowpane,CD
21552,,master,,,Blue,https://api.discogs.com/masters/21552,Appearance,Derek Jarman,1993,,124,258,163828,,CD
21555,,master,,,The Ambient Groove - ESP Volume 3 (Future Soundscapes For The 2010 Generation),https://api.discogs.com/masters/21555,Appearance,Various,1993,,171,139,49544,,CD
56308,Accepted,release,"CD, EP",Restless Records,"No Thought, No Breath, No Eyes, No Heart (The Pure Remix EP)",https://api.discogs.com/releases/56308,Appearance,The Golden Palominos,1995,,68,205,,No Skin (Aural Circumc...,CD
26557655,Accepted,release,"CD, Album",Engine (6),Covers,https://api.discogs.com/releases/26557655,Appearance,Analytical Engine,1995,,1,1,,Absolute Nothing,CD
316671,,master,,,The World According To Me,https://api.discogs.com/masters/316671,Appearance,Gavin Friday,1995,,31,45,1218151,,CD
183456,Accepted,release,"7"", Single, Ltd, Num, Cle",Brainwashed Recordings,Obsidian Monarch / Null Tributary,https://api.discogs.com/releases/183456,Appearance,Thread (2),1999,,44,161,,"Obsidian Monarch, Null...",Other
352845,Accepted,release,"CD, Album, Comp",Torture Garden Records,Torture Garden - Bizarre & Eccentric Music Compilation,https://api.discogs.com/releases/352845,Appearance,Various,1999,,39,82,,Blue Rats,CD
908975,,master,,,Vertigo De Lodo Y Miel,https://api.discogs.com/masters/908975,Appearance,Ford Proco,2000,,53,59,275149,,CD
448174,Accepted,release,"CD, Album",Projekt,Saturn Return,https://api.discogs.com/releases/448174,Appearance,Unto Ashes,2001,,34,154,,Ostia (The Death Of Pa...,CD
17083,,master,,,California Rhinoplasty EP,https://api.discogs.com/masters/17083,Appearance,Matmos,2001,,39,234,11260,,CD
1254943,,master,,,The Plastic Spider Thing,https://api.discogs.com/masters/1254943,Appearance,Black Sun Productions,2002,,18,3,11052209,,CD
1604999,Accepted,release,"8xFile, MP3, 192",2'3music,Journey Down Blue Turtle Road,https://api.discogs.com/releases/1604999,Appearance,Lautgedichte,2003,,3,1,,S Is For Sleep,Other
29658469,Accepted,release,"CDr, Album",elseproduct,the season of love,https://api.discogs.com/releases/29658469,Appearance,3z13,2003,,0,1,,season in purgatory,CD
1120834,,master,,,Tripping Louder Attitude,https://api.discogs.com/masters/1120834,Appearance,Silver Stars (3),2004,,8,36,1740113,,CD
835548,,master,,,OperettAmorale,https://api.discogs.com/masters/835548,Appearance,Black Sun Productions,2005,,64,229,648324,,CD
11212,,master,,,Coilectif (In Memory Ov John Balance And Homage To Coil),https://api.discogs.com/masters/11212,Appearance,Various,2006,,41,106,825325,,CD
1182234,Accepted,release,"CD, EP + CD, Album",2.47 Records,Łódź / Bad Trip Boys,https://api.discogs.com/releases/1182234,Appearance,Not,2007,,5,28,,Dark Age Of Love,CD
1182624,Accepted,release,"CD, Album, Ltd","Lagunamuch Community, Shamanian Recordings, Lagunamuch Community",Arrhythmia,https://api.discogs.com/releases/1182624,Appearance,In A Nutshell,2007,,4,10,,Out,CD
1257430,Accepted,release,"CDr, Ltd, Num",Not On Label,Proem To Empty The Sun,https://api.discogs.com/releases/1257430,Appearance,Six Organs Of Admittance,2007,,66,14,,,CD
1495956,Accepted,release,"2xCDr, Comp",La Maldita Familia,Lvx Perpetva,https://api.discogs.com/releases/1495956,Appearance,Pájaro De Mal Agüero,2007,,8,7,,Windowpane,CD
2260034,Accepted,release,"2xCD, Album",Some Bizzare,My Favourite Pain With Some Bizzare Remix Package,https://api.discogs.com/releases/2260034,Appearance,First Aid 4 Souls - Terra Inc.*,2008,,20,46,,Babylero (FA4S Mix 137...,CD
235108,,master,,,Digital Angel,https://api.discogs.com/masters/235108,Appearance,OTHON*,2008,,20,128,1516311,,CD
2321262,Accepted,release,CDr,Not On Label,Live At The Cat's Cradle,https://api.discogs.com/releases/2321262,Appearance,Six Organs Of Admittance,2009,,59,10,,Fire Of The Mind,CD
197007,,master,,,The Dark Age Of Love,https://api.discogs.com/masters/197007,Appearance,This Immortal Coil,2009,,58,147,1923652,,CD
6072884,Accepted,release,"4xFile, EP",Concern Void,Songs About Dough,https://api.discogs.com/releases/6072884,Appearance,TSOIL,2010,,0,0,,,Other
6073019,Accepted,release,"11xFile, Album",Concern Void,Musick To Play In The Bucket,https://api.discogs.com/releases/6073019,Appearance,TSOIL,2010,,4,0,,,Other
3225553,Accepted,release,"17xFile, MP3, Album, 320",Mental Excitement Net Label,The Crone Years,https://api.discogs.com/releases/3225553,Appearance,A Drama Radio,2011,,0,2,,Знак Солнца (Co,Other
3631671,Accepted,release,"14xFile, FLAC, Album",Acrobiotic,Urban Psychetecture,https://api.discogs.com/releases/3631671,Appearance,The Psychogeographical Commission,2012,,7,7,,The Lost Rivers Of London,Other
5161137,Accepted,release,"CDr, EP, Ltd, Num, Promo",Sectarian Violences Records,Psychicnoise EP,https://api.discogs.com/releases/5161137,Appearance,Chibre,2013,,2,6,,Ostia,CD
14366298,Accepted,release,"File, MP3, 320",Not On Label (Ghost Twin Self-released),Fire Of The Mind,https://api.discogs.com/releases/14366298,Appearance,Ghost Twin,2013,,0,6,,,Other
